date,bank,useful_count,rating,review,sentiment
"Mar 02, 2020",HDFC Bank,0,4,"I get my salary in HDFC account, hence holding this account more than 11 years. There is no hidden charges in this bank. It is a  zero balance account. I am using mobile app and it is user friendly to access. I use to get an alert messages from bank whenever I do a transactions. ATMs and branch's are near to reach them directly.",positive
"Mar 02, 2020",Punjab National Bank,4,5,Interest rates are low in Punjab National just because of this reason i have opened the savings account from this bank. Its a zero balance account. I used their net banking facility but it was a out dated version. I went to their branch for applying the loan and the staff given me a cold response which I'm satisfied and the branch manager was so helpful.,positive
"Mar 02, 2020",Axis Bank,0,3.5,"My company gave me a salary account from Axis bank. I can use it as a zero balance. Its good to use their mobile app and net banking facility. I have contacted the branch twice for complaining about the unknown charges and the problem is not rectified, they itself don't know the reason why they have charged.",negative
"Mar 02, 2020",Axis Bank,1,5,"When i joined to the customer, they have given me a salary account with default bank account with Axis bank. Its a zero balance account but I'm maintaining a minimum balance of Rs. 10000. Its quite convenient to use the Internet banking and everything is available in online about UPI payment, fund transfer, FD investment scheme, forex.",positive
"Mar 02, 2020",HDFC Bank,1,4,"In my HDFC salary account, they are charging Rs. 100 for not maintaining a minimum balance even though its a zero balance maintenance account. When i raised a complaint, they haven't rectify it. I opened the account 6 years ago. When i went to the branch, they are giving good response to the customer.",positive
"Mar 02, 2020",SBI,0,5,I have SBI salary account for the past 12 years. I am using net banking service  as well as mobile banking service .This service is mostly used for money transfer and to take transaction statement because no need to travel too long to branch. Banking service is also much satisfied .,positive
"Mar 02, 2020",Axis Bank,1,3,"In the year of 2019 , i have opened the salary account from Axis Bank since the branch is located near to residence. Its a zero balance account to use. I am not using the Internet banking and mobile app facility. They are deducting some charges from my account which I should check with the customer care.",neutral
"Mar 02, 2020",SBI,0,5,SBI is a very good bank and its a back bone of India. My account is with SBI for more than 20 years and till now I'm running this account and this is my first bank account. I need to hold a minimum balance of Rs. 1000. Sometimes i faced some issue when i do the deposit of outside cheque but it taken too much high time to credit the money to my account.,positive
"Mar 02, 2020",Axis Bank,2,5,I'm using this Axis bank for last 8 years but till date i have not faced any problems. Its not a zero balance account hence I'm maintaining some money. Its okay to use the net banking facility. They are charging some hidden amount for NEFT transactions.,positive
"Mar 02, 2020",Axis Bank,1,5,"I maintain my saving account with AXIS bank for past 5 years directly visited this bank to open an account. Need to maintain a minimum balance of 10K, if not charges are nominal. There is consolidation charge once in a year for 500 rupees but its fine for me. ATM and branch's are near of 2-5Kms. Mobile banking and net banking both are user friendly to access.",positive
"Mar 02, 2020",Axis Bank,1,5,"When I was salaried person, holding a salary account with AXIS bank which was given by my company. It was near about 7 years. No need to maintain a minimum balance amount. Once I left the job and started doing business then went to bank directly and asked suggestion about the account whether to hold or not. They told since I am doing business, can close the account hence I done the same.",positive
"Mar 01, 2020",Kotak,1,4,I have chosen the savings account from Kotak Mahindra bank and i am using this account from last 2 years. This account has a minimum balance maintenance of Rs. 10000. I don't have any problem to use the Internet banking and mobile app facility. They don't deduct any kind of hidden charges.,positive
"Mar 01, 2020",HDFC Bank,1,5,"I have opened the savings account from HDFC and i have been using this for more than 25 years because the bank management policies, stability and reliable banking. I need to hold a minimum balance of Rs. 10000 and As far as i know, if i come across any conditions at that time there are some charges.",positive
"Mar 01, 2020",SBI,0,4,"I never interacted with the SBI call centre people till now for any kind of enquiry in my savings account. Last 5 years before, i have opened this account because its a zero balance maintenance account. Branch service is good. Bank always has a rush and there is a long queue to wait. Some staffs are very rude to the customer which can be improved.",positive
"Mar 01, 2020",Axis Bank,1,4,Last 4 years i have been using the salary account with Axis bank and i have not faced any issues till now. Its a zero balance account even though i used to hold a minimum balance of Rs. 5000. I won't do the other ATM for withdrawing the money or else they will deduct the money of Rs. 25 if i cross the limit.,positive
